,Date,Average Price,Total Volume,Hass Small,Hass Large,Hass XLarge,Total Bags,Small Bags,Large Bags,XLarge Bags,Type,Year,Region,Total Sales
7330,2017-08-27,1.68,370286.98,45068.5,196136.69,604.27,128477.52,117020.86,11204.43,252.23,conventional,2017,Philadelphia,622082.13
7331,2017-08-20,1.64,368098.13,41521.77,188024.05,1049.84,137502.47,118791.88,16327.26,2383.33,conventional,2017,Philadelphia,603680.93
7332,2017-08-13,1.54,385890.89,37776.72,200247.11,682.86,147184.2,126569.88,18466.21,2148.11,conventional,2017,Philadelphia,594271.97
7333,2017-08-06,1.48,382653.13,33708.96,225677.1,1472.45,121794.62,107141.63,12272.99,2380.0,conventional,2017,Philadelphia,566326.63
7334,2017-07-30,1.47,404029.77,36123.33,238811.54,1343.6,127751.3,117153.23,9611.12,986.95,conventional,2017,Philadelphia,593923.76
7335,2017-07-23,1.47,393360.73,35968.15,227600.65,415.16,129376.77,117089.39,10184.05,2103.33,conventional,2017,Philadelphia,578240.27
7336,2017-07-16,1.51,381469.09,42039.06,224289.93,513.38,114626.72,105159.06,6522.1,2945.56,conventional,2017,Philadelphia,576018.33
7337,2017-07-09,1.59,406120.55,44522.78,225551.84,494.66,135551.27,111684.04,18000.56,5866.67,conventional,2017,Philadelphia,645731.67
7338,2017-07-02,1.68,365488.32,38790.35,196153.79,582.2,129961.98,93672.73,31592.58,4696.67,conventional,2017,Philadelphia,614020.38
7339,2017-06-25,1.5,422231.87,40402.83,268986.4,632.36,112210.28,89625.83,17872.78,4711.67,conventional,2017,Philadelphia,633347.8
7340,2017-06-18,1.75,380239.79,41177.89,219693.6,586.19,118782.11,95067.36,20864.75,2850.0,conventional,2017,Philadelphia,665419.63
7341,2017-06-11,1.73,379927.26,38042.56,205769.8,620.68,135494.22,101707.26,31846.4,1940.56,conventional,2017,Philadelphia,657274.16
7342,2017-06-04,1.8,394307.04,38390.3,221022.3,643.86,134250.58,118507.2,15415.88,327.5,conventional,2017,Philadelphia,709752.67
7343,2017-05-28,1.74,432742.98,41076.94,232834.25,662.52,158169.27,130634.15,27089.29,445.83,conventional,2017,Philadelphia,752972.79
7344,2017-05-21,1.75,385075.85,39609.47,214417.22,619.72,130429.44,118137.44,12100.33,191.67,conventional,2017,Philadelphia,673882.74
7345,2017-05-14,1.75,387975.97,38509.67,194669.62,536.53,154260.15,142282.0,11346.21,631.94,conventional,2017,Philadelphia,678957.95
7346,2017-05-07,1.66,491356.56,42673.46,249542.51,919.18,198221.41,155183.42,42203.27,834.72,conventional,2017,Philadelphia,815651.89
7347,2017-04-30,1.78,386907.3,36817.47,222850.39,492.98,126746.46,119345.98,7305.77,94.71,conventional,2017,Philadelphia,688694.99
7348,2017-04-23,1.66,363689.09,34157.54,208134.75,416.47,120980.33,105813.24,15167.09,0.0,conventional,2017,Philadelphia,603723.89
7349,2017-04-16,1.74,390396.69,31877.26,220755.78,406.24,137357.41,120676.87,16680.54,0.0,conventional,2017,Philadelphia,679290.24
7350,2017-04-09,1.7,398600.32,30725.04,213528.19,566.18,153780.91,143053.85,10506.23,220.83,conventional,2017,Philadelphia,677620.54
7351,2017-04-02,1.68,385731.38,30716.75,208155.43,757.88,146101.32,138280.26,7821.06,0.0,conventional,2017,Philadelphia,648028.72
7352,2017-03-26,1.66,379956.99,24691.96,219076.77,2819.37,133368.89,124540.35,8828.54,0.0,conventional,2017,Philadelphia,630728.6
7353,2017-03-19,1.66,373158.66,16003.12,220282.45,3440.64,133432.45,119317.04,14115.41,0.0,conventional,2017,Philadelphia,619443.38
7354,2017-03-12,1.74,377616.35,16961.96,230010.9,6116.39,124527.1,112097.57,12054.53,375.0,conventional,2017,Philadelphia,657052.45
7355,2017-03-05,1.48,409950.45,15629.06,245417.56,13667.43,135236.4,130174.35,5062.05,0.0,conventional,2017,Philadelphia,606726.67
7356,2017-02-26,1.49,411014.79,18063.56,251740.67,2094.14,139116.42,122476.97,16639.45,0.0,conventional,2017,Philadelphia,612412.04
7357,2017-02-19,1.37,369284.51,29184.0,205018.24,1022.62,134059.65,125901.76,7863.07,294.82,conventional,2017,Philadelphia,505919.78
7358,2017-02-12,1.19,572219.25,69860.68,269591.68,3923.46,228843.43,208810.97,19337.73,694.73,conventional,2017,Philadelphia,680940.91
7359,2017-02-05,1.28,645655.16,77182.34,383060.06,58041.56,127371.2,111889.17,13700.39,1781.64,conventional,2017,Philadelphia,826438.6
7360,2017-01-29,1.48,421316.65,27673.88,248553.08,20098.48,124991.21,114418.84,10028.59,543.78,conventional,2017,Philadelphia,623548.64
7361,2017-01-22,1.51,489345.23,18201.14,287008.11,58242.14,125893.84,114958.9,9387.36,1547.58,conventional,2017,Philadelphia,738911.3
7362,2017-01-15,1.44,435740.48,16847.12,282239.77,8983.4,127670.19,118443.27,9006.12,220.8,conventional,2017,Philadelphia,627466.29
7363,2017-01-08,1.39,435745.77,16209.65,298757.98,1201.07,119577.07,111625.82,7753.16,198.09,conventional,2017,Philadelphia,605686.62
7364,2017-01-01,1.4,321941.32,12767.25,217447.76,3090.37,88635.94,83428.92,5163.19,43.83,conventional,2017,Philadelphia,450717.85
7365,2017-12-31,0.75,986474.74,422070.44,283040.88,12415.52,268947.9,173098.72,93945.85,1903.33,conventional,2017,PhoenixTucson,739856.05
7366,2017-12-24,0.75,1006477.79,488446.2,176311.28,14450.19,327270.12,230660.26,93116.53,3493.33,conventional,2017,PhoenixTucson,754858.34
7367,2017-12-17,0.7,1031887.79,508369.0,216817.98,8575.36,298125.45,207680.54,86441.58,4003.33,conventional,2017,PhoenixTucson,722321.45
7368,2017-12-10,0.64,1222641.23,731583.95,200595.47,10237.88,280223.93,199484.52,77062.75,3676.66,conventional,2017,PhoenixTucson,782490.39
7369,2017-12-03,0.72,1135877.0,678640.0,215949.0,10981.0,230306.0,156307.0,70637.0,3362.0,conventional,2017,PhoenixTucson,817831.44
7370,2017-11-26,0.77,929825.0,529091.0,181823.0,10223.0,208688.0,133534.0,72473.0,2681.0,conventional,2017,PhoenixTucson,715965.25
7371,2017-11-19,0.6,1427367.0,953957.0,202003.0,10913.0,260494.0,117939.0,139564.0,2991.0,conventional,2017,PhoenixTucson,856420.2
7372,2017-11-12,0.72,1248721.0,691378.0,271700.0,10123.0,275520.0,166855.0,106780.0,1886.0,conventional,2017,PhoenixTucson,899079.12
7373,2017-11-05,0.79,1208035.4,555816.37,227846.11,9212.36,415160.56,330740.57,81893.32,2526.67,conventional,2017,PhoenixTucson,954347.97
7374,2017-10-29,0.98,866137.35,368642.75,273118.45,7336.87,217039.28,145789.42,69622.08,1627.78,conventional,2017,PhoenixTucson,848814.6
7375,2017-10-22,1.04,809603.25,352330.12,241655.47,3878.71,211738.95,170612.91,41122.71,3.33,conventional,2017,PhoenixTucson,841987.38
7376,2017-10-15,1.17,776108.23,338241.51,217038.81,2634.94,218192.97,168675.02,49516.84,1.11,conventional,2017,PhoenixTucson,908046.63
7377,2017-10-08,1.28,713847.15,334851.45,146162.7,2097.5,230735.5,183526.64,47192.19,16.67,conventional,2017,PhoenixTucson,913724.35
7378,2017-10-01,1.31,666472.86,289195.06,153391.94,2561.47,221324.39,184421.19,36823.2,80.0,conventional,2017,PhoenixTucson,873079.45
7379,2017-09-24,1.24,685443.39,337495.18,155470.63,2333.48,190144.1,132493.63,57632.7,17.77,conventional,2017,PhoenixTucson,849949.8
7380,2017-09-17,1.22,731289.23,375755.8,152686.3,2172.41,200674.72,139237.45,61433.94,3.33,conventional,2017,PhoenixTucson,892172.86
7381,2017-09-10,1.2,727628.13,397475.35,129503.24,3441.71,197207.83,141600.41,55189.64,417.78,conventional,2017,PhoenixTucson,873153.76
7382,2017-09-03,1.2,727912.24,407081.82,136998.12,5005.72,178826.58,109254.62,66904.18,2667.78,conventional,2017,PhoenixTucson,873494.69
7383,2017-08-27,1.18,715349.6,378232.81,125819.78,10404.56,200892.45,144419.94,50196.95,6275.56,conventional,2017,PhoenixTucson,844112.53
7384,2017-08-20,1.14,773947.25,404665.91,127106.48,12550.96,229623.9,152307.86,72488.26,4827.78,conventional,2017,PhoenixTucson,882299.86
7385,2017-08-13,1.01,940390.93,458381.41,178230.34,12192.21,291586.97,178802.98,109113.99,3670.0,conventional,2017,PhoenixTucson,949794.84
7386,2017-08-06,0.94,974933.36,493642.98,198503.76,11502.53,271284.09,166106.57,101493.08,3684.44,conventional,2017,PhoenixTucson,916437.36
7387,2017-07-30,0.96,930918.01,482854.07,163669.16,12228.42,272166.36,160062.92,109657.89,2445.55,conventional,2017,PhoenixTucson,893681.29
7388,2017-07-23,0.89,1072590.2,540131.79,267082.3,12298.76,253077.35,148179.1,104409.36,488.89,conventional,2017,PhoenixTucson,954605.28
7389,2017-07-16,0.92,973521.7,499391.8,211064.2,12355.98,250709.72,141156.76,108849.63,703.33,conventional,2017,PhoenixTucson,895639.96
7390,2017-07-09,0.75,1347858.68,568223.72,232289.27,12866.51,534479.18,321383.07,213096.11,0.0,conventional,2017,PhoenixTucson,1010894.01
7391,2017-07-02,0.77,1224659.64,551528.3,185311.58,14893.87,472925.89,276703.9,195838.66,383.33,conventional,2017,PhoenixTucson,942987.92
7392,2017-06-25,0.77,1197422.34,551529.22,184895.41,12891.55,448106.16,239584.34,207048.21,1473.61,conventional,2017,PhoenixTucson,922015.2
7393,2017-06-18,0.7,1326697.78,592933.2,295319.97,12531.08,425913.53,235981.26,189932.27,0.0,conventional,2017,PhoenixTucson,928688.45
7394,2017-06-11,0.68,1417604.32,786718.62,187402.03,14150.63,429333.04,235639.45,193693.59,0.0,conventional,2017,PhoenixTucson,963970.94
7395,2017-06-04,0.76,1228049.22,575382.16,178626.45,14892.86,459147.75,251109.66,207645.03,393.06,conventional,2017,PhoenixTucson,933317.41
7396,2017-05-28,0.81,1177093.03,535029.37,206991.26,17174.58,417897.82,211188.34,205430.31,1279.17,conventional,2017,PhoenixTucson,953445.35
7397,2017-05-21,0.74,1163735.54,511917.03,268221.34,14020.29,369576.88,193930.12,175110.65,536.11,conventional,2017,PhoenixTucson,861164.3
7398,2017-05-14,0.69,1297119.2,612625.19,239024.86,14939.98,430529.17,275375.52,154056.43,1097.22,conventional,2017,PhoenixTucson,895012.25
7399,2017-05-07,0.65,1546765.68,813990.86,282109.87,16944.99,433719.96,213850.65,219720.7,148.61,conventional,2017,PhoenixTucson,1005397.69
7400,2017-04-30,0.75,1080538.36,480904.28,236525.22,13569.85,349539.01,128890.58,220515.1,133.33,conventional,2017,PhoenixTucson,810403.77
7401,2017-04-23,0.7,1197854.72,544507.98,243224.53,17245.27,392876.94,128243.06,263385.27,1248.61,conventional,2017,PhoenixTucson,838498.3
7402,2017-04-16,0.73,1255293.53,621533.02,193885.09,19435.79,420439.63,227061.64,193282.99,95.0,conventional,2017,PhoenixTucson,916364.28
7403,2017-04-09,0.65,1264239.57,707466.32,220405.29,18966.27,317401.69,145354.75,171728.88,318.06,conventional,2017,PhoenixTucson,821755.72
7404,2017-04-02,0.67,1315020.28,692107.1,190493.5,20666.37,411753.31,213105.17,197107.86,1540.28,conventional,2017,PhoenixTucson,881063.59
7405,2017-03-26,0.57,1607936.05,990504.55,203409.21,20130.79,393891.5,219158.02,174184.87,548.61,conventional,2017,PhoenixTucson,916523.55
7406,2017-03-19,0.68,1241284.04,598359.0,205006.8,19620.25,418297.99,229269.89,188397.54,630.56,conventional,2017,PhoenixTucson,844073.15
7407,2017-03-12,0.65,1264592.26,714430.93,176678.74,18778.41,354704.18,240361.27,113409.58,933.33,conventional,2017,PhoenixTucson,821984.97
7408,2017-03-05,0.67,1176932.6,551312.9,221516.99,15504.1,388598.61,250902.57,136918.26,777.78,conventional,2017,PhoenixTucson,788544.84
7409,2017-02-26,0.65,1146225.87,558763.67,289095.7,14923.76,283442.74,113594.12,169659.73,188.89,conventional,2017,PhoenixTucson,745046.82
7410,2017-02-19,0.67,1171871.64,624947.16,260052.13,14748.58,272123.77,126572.67,145260.82,290.28,conventional,2017,PhoenixTucson,785154.0
7411,2017-02-12,0.54,1582877.09,917584.44,257573.05,18976.18,388743.42,118301.86,269542.95,898.61,conventional,2017,PhoenixTucson,854753.63
7412,2017-02-05,0.46,2200550.27,1200632.86,531226.65,18324.93,450365.83,113752.17,330583.1,6030.56,conventional,2017,PhoenixTucson,1012253.12
7413,2017-01-29,0.58,1380520.76,799387.73,246921.02,16440.78,317771.23,114964.92,202520.2,286.11,conventional,2017,PhoenixTucson,800702.04
7414,2017-01-22,0.54,1601222.68,909748.65,296612.15,15561.81,379300.07,98982.8,280317.27,0.0,conventional,2017,PhoenixTucson,864660.25
7415,2017-01-15,0.6,1470187.14,689503.99,362435.36,13938.56,404309.23,136614.13,267595.1,100.0,conventional,2017,PhoenixTucson,882112.28
7416,2017-01-08,0.73,1138871.92,515078.84,275341.74,16071.97,332379.37,140574.68,191804.69,0.0,conventional,2017,PhoenixTucson,831376.5
7417,2017-01-01,0.63,1169638.17,560445.04,325471.67,15079.65,268641.81,117177.54,151421.21,43.06,conventional,2017,PhoenixTucson,736872.05
7418,2017-12-31,1.01,150867.12,76689.8,30458.87,2273.44,41445.01,28145.83,13299.18,0.0,conventional,2017,Pittsburgh,152375.79
7419,2017-12-24,1.29,87945.29,29723.13,18387.77,1008.56,38825.83,32590.13,6235.7,0.0,conventional,2017,Pittsburgh,113449.42
7420,2017-12-17,1.01,141895.38,66813.07,29425.92,2193.61,43462.78,30505.58,12957.2,0.0,conventional,2017,Pittsburgh,143314.33
7421,2017-12-10,1.27,93436.57,34239.68,19312.09,1573.33,38311.47,31900.28,6411.19,0.0,conventional,2017,Pittsburgh,118664.44
7422,2017-12-03,1.18,93898.0,36640.0,20642.0,1451.0,35165.0,27782.0,7383.0,0.0,conventional,2017,Pittsburgh,110799.64
7423,2017-11-26,1.02,124119.0,60144.0,26227.0,2176.0,35572.0,23424.0,12148.0,0.0,conventional,2017,Pittsburgh,126601.38
7424,2017-11-19,1.5,89083.0,28168.0,17531.0,1896.0,41488.0,35828.0,5660.0,0.0,conventional,2017,Pittsburgh,133624.5
7425,2017-11-12,1.51,87818.0,30062.0,15533.0,1162.0,41061.0,35203.0,5858.0,0.0,conventional,2017,Pittsburgh,132605.18
7426,2017-11-05,1.54,85430.88,29627.78,17235.32,1064.82,37502.96,32659.31,4843.65,0.0,conventional,2017,Pittsburgh,131563.56
7427,2017-10-29,1.52,90393.33,30939.52,20179.35,1067.37,38207.09,32383.14,5823.95,0.0,conventional,2017,Pittsburgh,137397.86
7428,2017-10-22,1.54,99922.23,35800.8,22216.67,1088.38,40816.38,34330.46,6485.92,0.0,conventional,2017,Pittsburgh,153880.23
7429,2017-10-15,1.56,97962.05,34869.71,21509.86,1142.62,40439.86,32424.63,8015.23,0.0,conventional,2017,Pittsburgh,152820.8
7430,2017-10-08,1.6,84870.68,35817.02,10330.12,1240.8,37482.74,29940.23,7542.51,0.0,conventional,2017,Pittsburgh,135793.09
7431,2017-10-01,1.33,105766.89,43623.37,22847.25,1404.16,37892.11,26558.89,11333.22,0.0,conventional,2017,Pittsburgh,140669.96
7432,2017-09-24,1.32,102663.43,44018.65,25081.98,1558.08,32004.72,23199.63,8788.42,16.67,conventional,2017,Pittsburgh,135515.73
7433,2017-09-17,1.29,104613.01,43083.52,24457.99,1747.08,35324.42,27434.82,7722.93,166.67,conventional,2017,Pittsburgh,134950.78
7434,2017-09-10,1.31,100073.91,42781.2,23778.55,1402.3,32111.86,23892.22,7239.64,980.0,conventional,2017,Pittsburgh,131096.82
7435,2017-09-03,1.31,104937.39,43246.31,27966.76,1880.37,31843.95,23478.54,6839.85,1525.56,conventional,2017,Pittsburgh,137467.98
7436,2017-08-27,1.28,106686.99,43026.01,26492.95,1743.95,35424.08,27608.32,7352.42,463.34,conventional,2017,Pittsburgh,136559.35
7437,2017-08-20,1.29,104117.39,42108.08,25108.57,1582.31,35318.43,26702.83,7058.93,1556.67,conventional,2017,Pittsburgh,134311.43
7438,2017-08-13,1.27,106928.65,44556.63,26086.43,1284.85,35000.74,26432.21,7035.2,1533.33,conventional,2017,Pittsburgh,135799.39
7439,2017-08-06,1.29,105595.21,41518.8,28322.16,1457.18,34297.07,26823.78,6373.29,1100.0,conventional,2017,Pittsburgh,136217.82
7440,2017-07-30,1.29,104351.36,41263.14,27919.48,1465.5,33703.24,26704.33,6275.57,723.34,conventional,2017,Pittsburgh,134613.25
7441,2017-07-23,1.29,105012.68,42723.4,25661.41,1369.42,35258.45,26991.6,7230.18,1036.67,conventional,2017,Pittsburgh,135466.36
7442,2017-07-16,1.26,106344.95,44572.1,26346.56,1538.54,33887.75,25479.25,6868.5,1540.0,conventional,2017,Pittsburgh,133994.64
7443,2017-07-09,1.25,116575.48,45339.5,30916.91,1471.62,38847.45,30093.41,6444.04,2310.0,conventional,2017,Pittsburgh,145719.35
7444,2017-07-02,1.25,124868.74,50926.04,30335.71,1779.51,41827.48,33133.21,6770.1,1924.17,conventional,2017,Pittsburgh,156085.93
7445,2017-06-25,1.26,120211.37,47201.63,29968.8,1660.34,41380.6,30778.72,8391.6,2210.28,conventional,2017,Pittsburgh,151466.33
7446,2017-06-18,1.29,119743.9,47857.66,32486.05,1543.23,37856.96,27652.92,8201.54,2002.5,conventional,2017,Pittsburgh,154469.63
7447,2017-06-11,1.33,117367.43,51973.42,29897.94,1738.43,33757.64,24054.78,7650.36,2052.5,conventional,2017,Pittsburgh,156098.68
7448,2017-06-04,1.33,123557.37,51219.47,27379.67,1919.8,43038.43,34198.85,8279.86,559.72,conventional,2017,Pittsburgh,164331.3
7449,2017-05-28,1.32,143674.94,60061.87,29709.54,1890.54,52012.99,44354.41,7658.58,0.0,conventional,2017,Pittsburgh,189650.92
7450,2017-05-21,1.02,207645.24,105432.3,48642.87,3875.28,49694.79,34916.3,14778.49,0.0,conventional,2017,Pittsburgh,211798.14
7451,2017-05-14,1.33,117857.6,51068.92,20279.94,1751.27,44757.47,41341.77,3086.53,329.17,conventional,2017,Pittsburgh,156750.61
7452,2017-05-07,1.03,214738.04,107597.81,50334.69,3681.75,53123.79,38144.13,14979.66,0.0,conventional,2017,Pittsburgh,221180.18
7453,2017-04-30,1.05,205559.96,101894.13,53722.34,3641.61,46301.88,31302.01,14958.2,41.67,conventional,2017,Pittsburgh,215837.96
7454,2017-04-23,1.34,117579.21,48209.57,24388.1,1515.43,43466.11,35733.48,7732.63,0.0,conventional,2017,Pittsburgh,157556.14
7455,2017-04-16,1.33,116011.18,44551.19,23042.87,1422.88,46994.24,40217.19,6777.05,0.0,conventional,2017,Pittsburgh,154294.87
7456,2017-04-09,1.36,119196.56,48580.74,25212.69,1465.76,43937.37,36384.09,7553.28,0.0,conventional,2017,Pittsburgh,162107.32
7457,2017-04-02,1.37,122944.98,50365.37,27047.63,1687.36,43844.62,35344.15,8500.47,0.0,conventional,2017,Pittsburgh,168434.62
7458,2017-03-26,1.34,117686.64,43115.85,27137.5,1559.54,45873.75,38441.55,7432.2,0.0,conventional,2017,Pittsburgh,157700.1
7459,2017-03-19,1.34,110278.1,37849.42,28735.05,1151.02,42542.61,35408.71,7133.9,0.0,conventional,2017,Pittsburgh,147772.65
7460,2017-03-12,1.34,108624.25,37402.73,29383.0,1358.94,40479.58,33537.77,6941.81,0.0,conventional,2017,Pittsburgh,145556.49
7461,2017-03-05,1.02,174567.14,80177.15,47353.34,2909.17,44127.48,28421.5,15705.98,0.0,conventional,2017,Pittsburgh,178058.48
7462,2017-02-26,1.33,103906.0,37871.78,26478.19,1492.92,38063.11,31339.0,6724.11,0.0,conventional,2017,Pittsburgh,138194.98
7463,2017-02-19,1.33,91579.18,32493.94,24711.08,1212.1,33162.06,27745.1,5416.96,0.0,conventional,2017,Pittsburgh,121800.31
7464,2017-02-12,1.28,100215.44,31075.53,28242.44,1114.29,39783.18,34235.6,5547.58,0.0,conventional,2017,Pittsburgh,128275.76
7465,2017-02-05,1.02,157981.65,67986.6,47941.88,2927.44,39125.73,27741.95,11383.78,0.0,conventional,2017,Pittsburgh,161141.28
7466,2017-01-29,1.26,107225.04,34693.77,30342.44,1353.22,40835.61,35389.28,5446.33,0.0,conventional,2017,Pittsburgh,135103.55
7467,2017-01-22,1.04,159303.6,68732.26,45716.42,3110.59,41744.33,30703.03,11041.3,0.0,conventional,2017,Pittsburgh,165675.74
7468,2017-01-15,1.08,168143.15,74537.1,47948.29,3405.2,42252.56,29876.42,12376.14,0.0,conventional,2017,Pittsburgh,181594.6
7469,2017-01-08,1.02,152780.85,65343.94,47296.47,2616.18,37524.26,27826.18,9698.08,0.0,conventional,2017,Pittsburgh,155836.47
7470,2017-01-01,1.02,141043.91,58724.08,42203.79,2553.37,37562.67,28298.47,9264.2,0.0,conventional,2017,Pittsburgh,143864.79
7471,2017-12-31,1.02,2173591.74,1159470.84,493193.16,5719.66,515208.08,417190.3,97986.16,31.62,conventional,2017,Plains,2217063.57
7472,2017-12-24,1.26,1576731.65,694864.33,411212.79,4508.17,466146.36,357357.71,108754.39,34.26,conventional,2017,Plains,1986681.88
7473,2017-12-17,1.05,1829991.74,931127.59,418034.24,4249.88,476580.03,364590.57,111973.42,16.04,conventional,2017,Plains,1921491.33
7474,2017-12-10,1.15,1606464.12,658960.79,395234.44,4370.57,547898.32,413856.9,133584.89,456.53,conventional,2017,Plains,1847433.74
7475,2017-12-03,1.19,1630974.0,738854.0,411741.0,5403.0,474976.0,345924.0,128385.0,668.0,conventional,2017,Plains,1940859.06
7476,2017-11-26,1.28,1280491.0,628374.0,311442.0,4253.0,336422.0,225355.0,110958.0,108.0,conventional,2017,Plains,1639028.48
7477,2017-11-19,1.12,1729745.0,963556.0,315619.0,4554.0,446016.0,341806.0,104210.0,0.0,conventional,2017,Plains,1937314.4
7478,2017-11-12,1.26,1625590.0,765204.0,344953.0,3663.0,511771.0,398551.0,113198.0,22.0,conventional,2017,Plains,2048243.4
7479,2017-11-05,1.48,1380036.54,583677.03,410381.7,4216.04,381761.77,292776.18,88977.53,8.06,conventional,2017,Plains,2042454.08
7480,2017-10-29,1.38,1536445.96,679340.39,436908.61,3387.14,416809.82,339758.82,77029.46,21.54,conventional,2017,Plains,2120295.42
7481,2017-10-22,1.48,1455487.08,650121.75,388491.92,4068.81,412804.6,343995.88,68736.06,72.66,conventional,2017,Plains,2154120.88
7482,2017-10-15,1.77,1232522.78,566004.4,324285.18,4322.76,337910.44,260794.05,77059.87,56.52,conventional,2017,Plains,2181565.32
7483,2017-10-08,1.81,1248620.9,579778.92,278087.93,5387.88,385366.17,285269.57,100043.45,53.15,conventional,2017,Plains,2260003.83
7484,2017-10-01,1.77,1309590.39,547565.46,323435.45,13597.72,424991.76,323068.99,101858.27,64.5,conventional,2017,Plains,2317974.99
7485,2017-09-24,1.75,1384407.83,592804.14,318265.02,21231.46,452107.21,379266.75,72783.69,56.77,conventional,2017,Plains,2422713.7
7486,2017-09-17,1.66,1369417.02,603285.91,339221.28,6807.98,420101.85,365945.02,54079.47,77.36,conventional,2017,Plains,2273232.25
7487,2017-09-10,1.6,1534772.16,677031.99,369718.92,5851.96,482169.29,440426.06,40820.99,922.24,conventional,2017,Plains,2455635.46
7488,2017-09-03,1.58,1531392.1,682504.86,356889.47,6349.19,485648.58,423640.15,43196.91,18811.52,conventional,2017,Plains,2419599.52
7489,2017-08-27,1.37,1822828.12,940974.89,417322.15,6076.68,458454.4,403908.27,36075.49,18470.64,conventional,2017,Plains,2497274.52
7490,2017-08-20,1.53,1548298.16,649040.17,436601.26,6025.98,456630.75,417905.99,34478.09,4246.67,conventional,2017,Plains,2368896.18
7491,2017-08-13,1.43,1739844.71,649275.23,609832.36,6243.42,474493.7,424441.48,35663.55,14388.67,conventional,2017,Plains,2487977.94
7492,2017-08-06,1.43,1762012.56,675558.34,580796.32,7231.22,498426.68,440097.5,44108.31,14220.87,conventional,2017,Plains,2519677.96
7493,2017-07-30,1.46,1718325.16,669232.81,557504.83,11639.77,479947.75,430060.41,37912.23,11975.11,conventional,2017,Plains,2508754.73
7494,2017-07-23,1.39,1854451.3,719912.1,594292.4,11924.17,528322.63,466178.48,46069.1,16075.05,conventional,2017,Plains,2577687.31
7495,2017-07-16,1.38,1843260.04,662783.83,595296.48,28026.13,557153.6,485370.12,50390.43,21393.05,conventional,2017,Plains,2543698.86
7496,2017-07-09,1.32,2106705.01,785869.03,554318.38,45371.29,721146.31,710273.4,5457.82,5415.09,conventional,2017,Plains,2780850.61
7497,2017-07-02,1.31,2223310.81,801224.73,664924.43,28132.18,729029.47,707685.17,6808.01,14536.29,conventional,2017,Plains,2912537.16
7498,2017-06-25,1.35,2035318.57,790697.35,562376.12,10764.95,671480.15,633187.99,29126.86,9165.3,conventional,2017,Plains,2747680.07
7499,2017-06-18,1.35,1993421.09,812644.07,464271.97,7538.35,708966.7,653169.34,34954.01,20843.35,conventional,2017,Plains,2691118.47
7500,2017-06-11,1.31,2120488.01,948624.24,478847.61,7878.02,685138.14,642268.81,27923.27,14946.06,conventional,2017,Plains,2777839.29
7501,2017-06-04,1.31,2136102.71,958508.87,499135.71,11013.14,667444.99,620312.74,35312.21,11820.04,conventional,2017,Plains,2798294.55
7502,2017-05-28,1.38,1975524.7,833904.89,499191.31,10560.99,631867.51,584294.01,29543.77,18029.73,conventional,2017,Plains,2726224.09
7503,2017-05-21,1.33,1840889.79,832263.81,420870.92,7303.17,580451.89,534882.58,31630.61,13938.7,conventional,2017,Plains,2448383.42
7504,2017-05-14,1.33,1894833.35,874405.39,415178.47,7813.52,597435.97,535679.03,49821.03,11935.91,conventional,2017,Plains,2520128.36
7505,2017-05-07,1.13,2617237.35,1371861.27,579543.42,8089.83,657742.83,570356.24,71124.76,16261.83,conventional,2017,Plains,2957478.21
7506,2017-04-30,1.19,2080438.13,1092962.79,415847.89,7112.21,564515.24,516294.46,38654.81,9565.97,conventional,2017,Plains,2475721.37
7507,2017-04-23,1.18,2143445.39,1115172.82,403864.38,6655.98,617752.21,606147.7,8038.24,3566.27,conventional,2017,Plains,2529265.56
7508,2017-04-16,1.35,1808002.16,776378.88,497717.36,7828.86,526077.06,500350.57,5479.2,20247.29,conventional,2017,Plains,2440802.92
7509,2017-04-09,1.28,1868022.01,888870.09,497864.55,9239.84,472047.53,450706.0,5367.56,15973.97,conventional,2017,Plains,2391068.17
7510,2017-04-02,1.29,1818148.12,851477.91,524130.79,13117.72,429421.7,409630.98,6543.51,13247.21,conventional,2017,Plains,2345411.07
7511,2017-03-26,1.33,1704624.12,765106.73,474410.9,8534.77,456571.72,432296.32,5044.13,19231.27,conventional,2017,Plains,2267150.08
7512,2017-03-19,1.3,1679882.22,721848.28,489324.58,8220.55,460488.81,437779.63,20075.74,2633.44,conventional,2017,Plains,2183846.89
7513,2017-03-12,1.29,1602700.69,758548.15,426749.6,6594.42,410808.52,399428.36,4019.84,7360.32,conventional,2017,Plains,2067483.89
7514,2017-03-05,1.25,1601599.81,734909.69,421271.9,9572.98,435845.24,393722.61,36578.51,5544.12,conventional,2017,Plains,2001999.76
7515,2017-02-26,1.05,2008263.47,1013358.38,453752.92,14783.06,526369.11,462233.19,58328.14,5807.78,conventional,2017,Plains,2108676.64
7516,2017-02-19,0.96,2087617.13,1035888.35,444278.43,20779.51,586670.84,537145.2,44324.73,5200.91,conventional,2017,Plains,2004112.44
7517,2017-02-12,0.94,2097983.48,1041604.45,490947.03,23556.8,541875.2,466641.32,53465.68,21768.2,conventional,2017,Plains,1972104.47
7518,2017-02-05,0.76,3575499.21,2157030.64,801199.59,8231.35,609037.63,579814.97,21646.18,7576.48,conventional,2017,Plains,2717379.4
7519,2017-01-29,1.06,2057899.39,896361.8,569685.24,6640.06,585212.29,503163.84,55896.78,26151.67,conventional,2017,Plains,2181373.35
